idiom,idiom_token
risen through the sales and marketing ranks,<BERTRAM:IDrisenthroughthesalesandmarketingranksID>
from ' cradle to grave,<BERTRAM:IDfromcradletograveID>
rains or shines,<BERTRAM:IDrainsorshinesID>
swept the premier league side off their feet,<BERTRAM:IDsweptthepremierleaguesideofftheirfeetID>
down California Road,<BERTRAM:IDdowncaliforniaroadID>
bell had been rung,<BERTRAM:IDbellhadbeenrungID>
gave them the slip,<BERTRAM:IDgavethemtheslipID>
under the bright sun,<BERTRAM:IDunderthebrightsunID>
get on like a house on fire,<BERTRAM:IDgetonlikeahouseonfireID>
packed a mean punch,<BERTRAM:IDpackedameanpunchID>
over the glass counter,<BERTRAM:IDovertheglasscounterID>
in their kit bags,<BERTRAM:IDintheirkitbagsID>
played his most difficult game,<BERTRAM:IDplayedhismostdifficultgameID>
take a leaf out of our book,<BERTRAM:IDtakealeafoutofourbookID>
press the panic button,<BERTRAM:IDpressthepanicbuttonID>
got two pictures,<BERTRAM:IDgottwopicturesID>
on a real roll,<BERTRAM:IDonarealrollID>
by the Glynns ' back door,<BERTRAM:IDbytheglynnsbackdoorID>
Mozart 's hand was forced,<BERTRAM:IDmozartshandwasforcedID>
under the influence’,<BERTRAM:IDundertheinfluence’ID>
jumped down my throat,<BERTRAM:IDjumpeddownmythroatID>
broken his heart,<BERTRAM:IDbrokenhisheartID>
have it too easy,<BERTRAM:IDhaveittooeasyID>
take a powder,<BERTRAM:IDtakeapowderID>
in the variable loop,<BERTRAM:IDinthevariableloopID>
kicked the bad habits,<BERTRAM:IDkickedthebadhabitsID>
getting on my nerves.’,<BERTRAM:IDgettingonmynerves’ID>
joke being on her,<BERTRAM:IDjokebeingonherID>
comes up trumps,<BERTRAM:IDcomesuptrumpsID>
Never you mind,<BERTRAM:IDneveryoumindID>
Two pence,<BERTRAM:IDtwopenceID>
to two discarded bones,<BERTRAM:IDtotwodiscardedbonesID>
hold the ring,<BERTRAM:IDholdtheringID>
lead us up the garden path,<BERTRAM:IDleadusupthegardenpathID>
played the game,<BERTRAM:IDplayedthegameID>
in my raincoat pocket,<BERTRAM:IDinmyraincoatpocketID>
dropped hints,<BERTRAM:IDdroppedhintsID>
game of chess on,<BERTRAM:IDgameofchessonID>
got a handle on,<BERTRAM:IDgotahandleonID>
on their papers,<BERTRAM:IDontheirpapersID>
wore his cord trousers,<BERTRAM:IDworehiscordtrousersID>
playing several party games,<BERTRAM:IDplayingseveralpartygamesID>
muddies the water,<BERTRAM:IDmuddiesthewaterID>
drunk as a lord,<BERTRAM:IDdrunkasalordID>
playing computer games,<BERTRAM:IDplayingcomputergamesID>
put a foot wrong.’,<BERTRAM:IDputafootwrong’ID>
taking liberties,<BERTRAM:IDtakinglibertiesID>
lived and learned,<BERTRAM:IDlivedandlearnedID>
keep up with the Joneses’,<BERTRAM:IDkeepupwiththejoneses’ID>
six feet under,<BERTRAM:IDsixfeetunderID>
carry the can.’,<BERTRAM:IDcarrythecan’ID>
set a few more wheels in motion,<BERTRAM:IDsetafewmorewheelsinmotionID>
on a Nintendo game,<BERTRAM:IDonanintendogameID>
at the end of each day,<BERTRAM:IDattheendofeachdayID>
raise merry hell,<BERTRAM:IDraisemerryhellID>
send your cousin packing,<BERTRAM:IDsendyourcousinpackingID>
Kites have been flown,<BERTRAM:IDkiteshavebeenflownID>
've no heart,<BERTRAM:IDvenoheartID>
Food for for thought,<BERTRAM:IDfoodforforthoughtID>
struck an answering chord,<BERTRAM:IDstruckanansweringchordID>
small print’,<BERTRAM:IDsmallprint’ID>
on the electoral rolls,<BERTRAM:IDontheelectoralrollsID>
straight from the horse 's mouth.’,<BERTRAM:IDstraightfromthehorsesmouth’ID>
got a library picture,<BERTRAM:IDgotalibrarypictureID>
tips the scales,<BERTRAM:IDtipsthescalesID>
Play the field,<BERTRAM:IDplaythefieldID>
kissed and told,<BERTRAM:IDkissedandtoldID>
by a new book,<BERTRAM:IDbyanewbookID>
come a little bit unstuck,<BERTRAM:IDcomealittlebitunstuckID>
to my boots,<BERTRAM:IDtomybootsID>
got on my wick.’,<BERTRAM:IDgotonmywick’ID>
taken a cake,<BERTRAM:IDtakenacakeID>
in fast lane,<BERTRAM:IDinfastlaneID>
took a bow,<BERTRAM:IDtookabowID>
took out her heart,<BERTRAM:IDtookoutherheartID>
held pineapple rings,<BERTRAM:IDheldpineappleringsID>
dig much deeper,<BERTRAM:IDdigmuchdeeperID>
up to the maximum required operating speed,<BERTRAM:IDuptothemaximumrequiredoperatingspeedID>
split the difference,<BERTRAM:IDsplitthedifferenceID>
had a few words,<BERTRAM:IDhadafewwordsID>
with the popular will,<BERTRAM:IDwiththepopularwillID>
takes a dive,<BERTRAM:IDtakesadiveID>
going overboard.’,<BERTRAM:IDgoingoverboard’ID>
in full swing.’,<BERTRAM:IDinfullswing’ID>
cried foul,<BERTRAM:IDcriedfoulID>
bore no fruit,<BERTRAM:IDborenofruitID>
see the distracting light,<BERTRAM:IDseethedistractinglightID>
came badly unstuck,<BERTRAM:IDcamebadlyunstuckID>
make his day,<BERTRAM:IDmakehisdayID>
get on your nerves,<BERTRAM:IDgetonyournervesID>
in the soft green light of,<BERTRAM:IDinthesoftgreenlightofID>
pay out through the nose,<BERTRAM:IDpayoutthroughthenoseID>
make tracks.’,<BERTRAM:IDmaketracks’ID>
pure and simple’,<BERTRAM:IDpureandsimple’ID>
pulling the wool over people 's eyes,<BERTRAM:IDpullingthewooloverpeopleseyesID>
gets up his nose.’,<BERTRAM:IDgetsuphisnose’ID>
gets away with murder,<BERTRAM:IDgetsawaywithmurderID>
holding the line,<BERTRAM:IDholdingthelineID>
run thirty miles,<BERTRAM:IDrunthirtymilesID>
toe the line,<BERTRAM:IDtoethelineID>
British had been taken to the cleaners,<BERTRAM:IDbritishhadbeentakentothecleanersID>
in old cans,<BERTRAM:IDinoldcansID>
in the Young Farmers ' Club,<BERTRAM:IDintheyoungfarmersclubID>
not just a pretty face,<BERTRAM:IDnotjustaprettyfaceID>
making rather a splash,<BERTRAM:IDmakingratherasplashID>
rules of thumb’,<BERTRAM:IDrulesofthumb’ID>
lay more eggs,<BERTRAM:IDlaymoreeggsID>
saved John Smith 's skin,<BERTRAM:IDsavedjohnsmithsskinID>
for a theme song,<BERTRAM:IDforathemesongID>
"fair and square,’",<BERTRAM:IDfairandsquare’ID>
At the end of day,<BERTRAM:IDattheendofdayID>
picked the little piece up,<BERTRAM:IDpickedthelittlepieceupID>
made their day,<BERTRAM:IDmadetheirdayID>
falling from grace,<BERTRAM:IDfallingfromgraceID>
tipped the scales,<BERTRAM:IDtippedthescalesID>
breaking your poor mother 's heart,<BERTRAM:IDbreakingyourpoormothersheartID>
gives them — and the audience — a good pause,<BERTRAM:IDgivesthem—andtheaudience—agoodpauseID>
held their last Christmas court,<BERTRAM:IDheldtheirlastchristmascourtID>
count sheep,<BERTRAM:IDcountsheepID>
out and about’,<BERTRAM:IDoutandabout’ID>
on chopping boards,<BERTRAM:IDonchoppingboardsID>
act of God.’,<BERTRAM:IDactofgod’ID>
fits bill,<BERTRAM:IDfitsbillID>
keeps the wolf from the door,<BERTRAM:IDkeepsthewolffromthedoorID>
ruffle its feathers,<BERTRAM:IDruffleitsfeathersID>
breaking any new ground,<BERTRAM:IDbreakinganynewgroundID>
to witty or angry letters,<BERTRAM:IDtowittyorangrylettersID>
take his bath,<BERTRAM:IDtakehisbathID>
play every latest game,<BERTRAM:IDplayeverylatestgameID>
to his letter,<BERTRAM:IDtohisletterID>
making tracks,<BERTRAM:IDmakingtracksID>
grasp this nettle,<BERTRAM:IDgraspthisnettleID>
do me a real favour,<BERTRAM:IDdomearealfavourID>
seen better days.’,<BERTRAM:IDseenbetterdays’ID>
on roll,<BERTRAM:IDonrollID>
on Doreen 's card,<BERTRAM:IDondoreenscardID>
rain or shine,<BERTRAM:IDrainorshineID>
on the same pages,<BERTRAM:IDonthesamepagesID>
in the Liverpool docks,<BERTRAM:IDintheliverpooldocksID>
risen from the ashes,<BERTRAM:IDrisenfromtheashesID>
to his open letter,<BERTRAM:IDtohisopenletterID>
Take his cake,<BERTRAM:IDtakehiscakeID>
put the boot in’,<BERTRAM:IDputthebootin’ID>
songs and dances,<BERTRAM:IDsongsanddancesID>
went to the window wall,<BERTRAM:IDwenttothewindowwallID>
cold wrinkled feet,<BERTRAM:IDcoldwrinkledfeetID>
threw the Head of the National Endowment for the Arts to the wolves,<BERTRAM:IDthrewtheheadofthenationalendowmentfortheartstothewolvesID>
on my dole money,<BERTRAM:IDonmydolemoneyID>
out of this loop,<BERTRAM:IDoutofthisloopID>
Yarn for the carpet was spun,<BERTRAM:IDyarnforthecarpetwasspunID>
round the left - hand bend,<BERTRAM:IDroundthelefthandbendID>
good Samaritan,<BERTRAM:IDgoodsamaritanID>
pulling all the strings,<BERTRAM:IDpullingallthestringsID>
boxes clever,<BERTRAM:IDboxescleverID>
bite the bullet.’,<BERTRAM:IDbitethebullet’ID>
hitting a nerve,<BERTRAM:IDhittinganerveID>
joining another club,<BERTRAM:IDjoininganotherclubID>
in the cellphone pipeline,<BERTRAM:IDinthecellphonepipelineID>
tie knots,<BERTRAM:IDtieknotsID>
step on anyone 's toes,<BERTRAM:IDsteponanyonestoesID>
break their hearts,<BERTRAM:IDbreaktheirheartsID>
joining the world 's finest music club,<BERTRAM:IDjoiningtheworldsfinestmusicclubID>
plan B,<BERTRAM:IDplanbID>
bounced off the wall,<BERTRAM:IDbouncedoffthewallID>
looks on the bright side,<BERTRAM:IDlooksonthebrightsideID>
rare Australian birds,<BERTRAM:IDrareaustralianbirdsID>
turned round the corner,<BERTRAM:IDturnedroundthecornerID>
banana republic,<BERTRAM:IDbananarepublicID>
stealing the show,<BERTRAM:IDstealingtheshowID>
in the ladies bag,<BERTRAM:IDintheladiesbagID>
save her skin,<BERTRAM:IDsaveherskinID>
cruising for a bruising,<BERTRAM:IDcruisingforabruisingID>
"leave Armenia "" in the lurch",<BERTRAM:IDleavearmeniainthelurchID>
bowed and scraped,<BERTRAM:IDbowedandscrapedID>
playing game,<BERTRAM:IDplayinggameID>
catch people 's eyes,<BERTRAM:IDcatchpeopleseyesID>
breaking the ice,<BERTRAM:IDbreakingtheiceID>
play the long ball,<BERTRAM:IDplaythelongballID>
turned up trumps,<BERTRAM:IDturneduptrumpsID>
in my second book,<BERTRAM:IDinmysecondbookID>
out of decayed wood,<BERTRAM:IDoutofdecayedwoodID>
struck sympathetic chords,<BERTRAM:IDstrucksympatheticchordsID>
go round in a circle,<BERTRAM:IDgoroundinacircleID>
follow suit;(ii,<BERTRAM:IDfollowsuitiiID>
took Faludi to task,<BERTRAM:IDtookfaluditotaskID>
makes a better cut,<BERTRAM:IDmakesabettercutID>
propping up the bar,<BERTRAM:IDproppingupthebarID>
stuck to your guns,<BERTRAM:IDstucktoyourgunsID>
it easy : they did n't have,<BERTRAM:IDiteasytheydidnthaveID>
twisting a knife,<BERTRAM:IDtwistingaknifeID>
cock a snook,<BERTRAM:IDcockasnookID>
put pay to,<BERTRAM:IDputpaytoID>
on my own house,<BERTRAM:IDonmyownhouseID>
go places.’,<BERTRAM:IDgoplaces’ID>
run before you can walk,<BERTRAM:IDrunbeforeyoucanwalkID>
get your teeth into.’,<BERTRAM:IDgetyourteethinto’ID>
To all other intents and purposes,<BERTRAM:IDtoallotherintentsandpurposesID>
beat the daylights out of,<BERTRAM:IDbeatthedaylightsoutofID>
giving midweek lectures a miss,<BERTRAM:IDgivingmidweeklecturesamissID>
gave that one a miss,<BERTRAM:IDgavethatoneamissID>
played eight games,<BERTRAM:IDplayedeightgamesID>
to your letter,<BERTRAM:IDtoyourletterID>
In a ground loop,<BERTRAM:IDinagroundloopID>
takes the plunge,<BERTRAM:IDtakestheplungeID>
on the company level,<BERTRAM:IDonthecompanylevelID>
break his immigrant heart,<BERTRAM:IDbreakhisimmigrantheartID>
staying the distance,<BERTRAM:IDstayingthedistanceID>
over the pine counter,<BERTRAM:IDoverthepinecounterID>
against Russian grain,<BERTRAM:IDagainstrussiangrainID>
make a real splash,<BERTRAM:IDmakearealsplashID>
in the works,<BERTRAM:IDintheworksID>
buy commercial satellite time,<BERTRAM:IDbuycommercialsatellitetimeID>
making a few waves,<BERTRAM:IDmakingafewwavesID>
putting their moves on,<BERTRAM:IDputtingtheirmovesonID>
hit the ground running,<BERTRAM:IDhitthegroundrunningID>
tie a reef knot,<BERTRAM:IDtieareefknotID>
with absurd vengeance,<BERTRAM:IDwithabsurdvengeanceID>
come out very clean,<BERTRAM:IDcomeoutverycleanID>
keep Portsmouth in the dark,<BERTRAM:IDkeepportsmouthinthedarkID>
blow the youngest daughter 's mind,<BERTRAM:IDblowtheyoungestdaughtersmindID>
out of your own pocket,<BERTRAM:IDoutofyourownpocketID>
wears the trousers.’,<BERTRAM:IDwearsthetrousers’ID>
calls it a day,<BERTRAM:IDcallsitadayID>
water - holes,<BERTRAM:IDwaterholesID>
sweats like a pig!’,<BERTRAM:IDsweatslikeapig’ID>
takes a count,<BERTRAM:IDtakesacountID>
join the cricket club,<BERTRAM:IDjointhecricketclubID>
to recent letters,<BERTRAM:IDtorecentlettersID>
putting down ' roots,<BERTRAM:IDputtingdownrootsID>
run two or three miles,<BERTRAM:IDruntwoorthreemilesID>
pigs might fly!’,<BERTRAM:IDpigsmightfly’ID>
"spring to mind,’",<BERTRAM:IDspringtomind’ID>
give them the slip!’,<BERTRAM:IDgivethemtheslip’ID>
on Tiananmen Square,<BERTRAM:IDontiananmensquareID>
on the boards,<BERTRAM:IDontheboardsID>
pass muster,<BERTRAM:IDpassmusterID>
qualifications can be taken as read,<BERTRAM:IDqualificationscanbetakenasreadID>
under his table,<BERTRAM:IDunderhistableID>
you are taken to task,<BERTRAM:IDyouaretakentotaskID>
goes to the wall,<BERTRAM:IDgoestothewallID>
"lying through your teeth,’",<BERTRAM:IDlyingthroughyourteeth’ID>
short and not too sweet,<BERTRAM:IDshortandnottoosweetID>
laid an egg,<BERTRAM:IDlaidaneggID>
telling tales out of school,<BERTRAM:IDtellingtalesoutofschoolID>
part of the Reverend Mr Grant 's conversational furniture,<BERTRAM:IDpartofthereverendmrgrantsconversationalfurnitureID>
going spare.’,<BERTRAM:IDgoingspare’ID>
off the wall?’,<BERTRAM:IDoffthewall’ID>
in a ragged mist hole,<BERTRAM:IDinaraggedmistholeID>
take you to the cleaners,<BERTRAM:IDtakeyoutothecleanersID>
breaks new ground,<BERTRAM:IDbreaksnewgroundID>
in enough hot water,<BERTRAM:IDinenoughhotwaterID>
spend a penny,<BERTRAM:IDspendapennyID>
carrot and the stick,<BERTRAM:IDcarrotandthestickID>
chasing your tail,<BERTRAM:IDchasingyourtailID>
in show business,<BERTRAM:IDinshowbusinessID>
in your element,<BERTRAM:IDinyourelementID>
calling Peter 's bluff,<BERTRAM:IDcallingpetersbluffID>
saved England 's face,<BERTRAM:IDsavedenglandsfaceID>
dropping coarse hints,<BERTRAM:IDdroppingcoarsehintsID>
gave the June concerts a miss,<BERTRAM:IDgavethejuneconcertsamissID>
hitting the £ 1 million mark,<BERTRAM:IDhittingthe£1millionmarkID>
in the pipeline’,<BERTRAM:IDinthepipeline’ID>
shot from the hip,<BERTRAM:IDshotfromthehipID>
throw good money after bad.’,<BERTRAM:IDthrowgoodmoneyafterbad’ID>
turned up again like the bad penny,<BERTRAM:IDturnedupagainlikethebadpennyID>
go south hand in hand,<BERTRAM:IDgosouthhandinhandID>
pull rank,<BERTRAM:IDpullrankID>
square the circle’,<BERTRAM:IDsquarethecircle’ID>
reach for the stars,<BERTRAM:IDreachforthestarsID>
came to horrible grief,<BERTRAM:IDcametohorriblegriefID>
lay one or more eggs,<BERTRAM:IDlayoneormoreeggsID>
on that shelf,<BERTRAM:IDonthatshelfID>
feeling the economic pinch,<BERTRAM:IDfeelingtheeconomicpinchID>
breathing down Maxham 's neck,<BERTRAM:IDbreathingdownmaxhamsneckID>
kept us in the dark,<BERTRAM:IDkeptusinthedarkID>
get their pictures,<BERTRAM:IDgettheirpicturesID>
bell is rung,<BERTRAM:IDbellisrungID>
let the genie out of the bottle,<BERTRAM:IDletthegenieoutofthebottleID>
save his own worthless skin,<BERTRAM:IDsavehisownworthlessskinID>
"over the cold , windy hills",<BERTRAM:IDoverthecoldwindyhillsID>
join The Hell Fire Club,<BERTRAM:IDjointhehellfireclubID>
footing a massive bill,<BERTRAM:IDfootingamassivebillID>
flat as pancakes,<BERTRAM:IDflataspancakesID>
"know the ropes,’",<BERTRAM:IDknowtheropes’ID>
on the thinnest ice,<BERTRAM:IDonthethinnesticeID>
make no waves,<BERTRAM:IDmakenowavesID>
what goes around does not come around,<BERTRAM:IDwhatgoesarounddoesnotcomearoundID>
take an early bath,<BERTRAM:IDtakeanearlybathID>
lend him a hand,<BERTRAM:IDlendhimahandID>
under the gun,<BERTRAM:IDunderthegunID>
going down the storm,<BERTRAM:IDgoingdownthestormID>
on coconut - fibre ropes,<BERTRAM:IDoncoconutfibreropesID>
play the game,<BERTRAM:IDplaythegameID>
straining at their leashes,<BERTRAM:IDstrainingattheirleashesID>
set your eyes on,<BERTRAM:IDsetyoureyesonID>
hot still air,<BERTRAM:IDhotstillairID>
in perfect tandem,<BERTRAM:IDinperfecttandemID>
jump to the wrong conclusion,<BERTRAM:IDjumptothewrongconclusionID>
at a stylistic crossroads,<BERTRAM:IDatastylisticcrossroadsID>
jumps ship,<BERTRAM:IDjumpsshipID>
in the same breath.’,<BERTRAM:IDinthesamebreath’ID>
spent every penny,<BERTRAM:IDspenteverypennyID>
caught Milton 's eye,<BERTRAM:IDcaughtmiltonseyeID>
got iron boots,<BERTRAM:IDgotironbootsID>
joining Lomas Santa Fe Country Club,<BERTRAM:IDjoininglomassantafecountryclubID>
out of your pocket,<BERTRAM:IDoutofyourpocketID>
lifted your fingers,<BERTRAM:IDliftedyourfingersID>
played it fast and loose,<BERTRAM:IDplayeditfastandlooseID>
count your blessings.’,<BERTRAM:IDcountyourblessings’ID>
bears in mind,<BERTRAM:IDbearsinmindID>
won every day,<BERTRAM:IDwoneverydayID>
looked on the bright side,<BERTRAM:IDlookedonthebrightsideID>
wore tight trousers,<BERTRAM:IDworetighttrousersID>
on high shelves,<BERTRAM:IDonhighshelvesID>
to my earlier letter,<BERTRAM:IDtomyearlierletterID>
down the twisty road,<BERTRAM:IDdownthetwistyroadID>
liberties being taken,<BERTRAM:IDlibertiesbeingtakenID>
fight it tooth and nail,<BERTRAM:IDfightittoothandnailID>
sees red,<BERTRAM:IDseesredID>
Landlords are taken to task,<BERTRAM:IDlandlordsaretakentotaskID>
take no prisoners,<BERTRAM:IDtakenoprisonersID>
"made their day,’",<BERTRAM:IDmadetheirday’ID>
join their local clubs,<BERTRAM:IDjointheirlocalclubsID>
on Tolmer 's Square,<BERTRAM:IDontolmerssquareID>
calling the tune’,<BERTRAM:IDcallingthetune’ID>
following in his father 's footsteps,<BERTRAM:IDfollowinginhisfathersfootstepsID>
struck it rich,<BERTRAM:IDstruckitrichID>
jump to the wrong conclusions,<BERTRAM:IDjumptothewrongconclusionsID>
flying her kite,<BERTRAM:IDflyingherkiteID>
do the the honours,<BERTRAM:IDdothethehonoursID>
in deep fog,<BERTRAM:IDindeepfogID>
play three games,<BERTRAM:IDplaythreegamesID>
In these swims,<BERTRAM:IDintheseswimsID>
wearing a brown knitted jumper and khaki trousers,<BERTRAM:IDwearingabrownknittedjumperandkhakitrousersID>
"turns up trumps,’",<BERTRAM:IDturnsuptrumps’ID>
to my first letter,<BERTRAM:IDtomyfirstletterID>
muddying his drinking water,<BERTRAM:IDmuddyinghisdrinkingwaterID>
scratched the surface’,<BERTRAM:IDscratchedthesurface’ID>
"make your day , or break",<BERTRAM:IDmakeyourdayorbreakID>
throwing caution to the winds,<BERTRAM:IDthrowingcautiontothewindsID>
hearing a thing,<BERTRAM:IDhearingathingID>
play into Roland Franklin 's hands,<BERTRAM:IDplayintorolandfranklinshandsID>
gets my back up,<BERTRAM:IDgetsmybackupID>
bought many small farms,<BERTRAM:IDboughtmanysmallfarmsID>
in the primeval soup,<BERTRAM:IDintheprimevalsoupID>
smaller print,<BERTRAM:IDsmallerprintID>
pump iron,<BERTRAM:IDpumpironID>
by the Yellow Book,<BERTRAM:IDbytheyellowbookID>
let the cat out of the bag,<BERTRAM:IDletthecatoutofthebagID>
took a shine to,<BERTRAM:IDtookashinetoID>
packs a real punch,<BERTRAM:IDpacksarealpunchID>
hit the right notes,<BERTRAM:IDhittherightnotesID>
Flying this kite,<BERTRAM:IDflyingthiskiteID>
having a ball,<BERTRAM:IDhavingaballID>
on the screening card,<BERTRAM:IDonthescreeningcardID>
Take the few bottom roots,<BERTRAM:IDtakethefewbottomrootsID>
on a snug rope,<BERTRAM:IDonasnugropeID>
heart had been lost,<BERTRAM:IDhearthadbeenlostID>
took it to the Gallows Hill,<BERTRAM:IDtookittothegallowshillID>
save Sandison 's face,<BERTRAM:IDsavesandisonsfaceID>
got his life,<BERTRAM:IDgothislifeID>
ring the bloody bell,<BERTRAM:IDringthebloodybellID>
pull innumerable strings,<BERTRAM:IDpullinnumerablestringsID>
Giving them the slip,<BERTRAM:IDgivingthemtheslipID>
"wore white , baggy trousers",<BERTRAM:IDworewhitebaggytrousersID>
on all games,<BERTRAM:IDonallgamesID>
rough around the edges,<BERTRAM:IDrougharoundtheedgesID>
held the fort,<BERTRAM:IDheldthefortID>
hanging on by a thread,<BERTRAM:IDhangingonbyathreadID>
flown the flag,<BERTRAM:IDflowntheflagID>
treading on other people 's toes,<BERTRAM:IDtreadingonotherpeoplestoesID>
with a permanent view to,<BERTRAM:IDwithapermanentviewtoID>
on a back burner,<BERTRAM:IDonabackburnerID>
in a drawstring bag,<BERTRAM:IDinadrawstringbagID>
on many library shelves,<BERTRAM:IDonmanylibraryshelvesID>
all over the shop.’,<BERTRAM:IDallovertheshop’ID>
cuts might be made,<BERTRAM:IDcutsmightbemadeID>
under a permanent cloud,<BERTRAM:IDunderapermanentcloudID>
jumped on the 33MHz bandwagon,<BERTRAM:IDjumpedonthe33mhzbandwagonID>
behind bar,<BERTRAM:IDbehindbarID>
in its green and gilt can,<BERTRAM:IDinitsgreenandgiltcanID>
out of its little plastic box,<BERTRAM:IDoutofitslittleplasticboxID>
pulled a sour face,<BERTRAM:IDpulledasourfaceID>
spin a yarn’,<BERTRAM:IDspinayarn’ID>
